loan_status,loan_amnt,int_rate,installment,fico_range_low,total_pymnt,total_rec_prncp,last_pymnt_amnt,last_fico_range_high,last_fico_range_low
0,9000,0.05,271.04,720,9752.836325,9000,811.18,729,725
0,4500,0.09,143.08,745,5134.004802,4500,216.86,699,695
0,35000,0.22,1343.74,665,48418.68352,35000,20.39,664,660
0,10075,0.14,344.3,680,12386.55642,10075,343.89,699,695
0,9600,0.09,307.48,675,10091.59897,9600,8251.78,714,710
0,35000,0.11,1145.69,775,38849.63785,35000,19522.73,804,800
1,8000,0.14,275.33,665,2439.67,1450.22,300,564,560
0,7200,0.13,241.87,665,7993.494544,7200,5579.91,599,595
0,9775,0.19,358.27,670,12894.36993,9775,357.23,564,560
1,8000,0.11,263.78,660,6280.95,4554.24,278.78,574,570
1,3200,0.1,104,690,3110.23,2497.09,104,529,525
0,10000,0.14,341.73,665,11780.2083,10000,5622.72,699,695
0,3400,0.16,118.85,665,4275.971184,3400,0.31,549,545
0,8000,0.05,240.92,800,8607.567773,8000,2.67,674,670
0,6000,0.2,222.96,670,7600.218774,6000,3370.64,649,645
0,14000,0.11,458.28,690,16283.47601,14000,4843.58,754,750
0,19000,0.13,638.27,690,19890.89,19000,17989.58,714,710
0,35000,0.17,1247.68,685,42220.56387,35000,21043.04,694,690
0,6000,0.09,192.17,660,6913.259348,6000,192.16,739,735
0,8000,0.09,254.37,680,8931.49247,8000,3852.08,754,750
0,8000,0.14,273.39,660,9820.461971,8000,1078.2,664,660
0,14400,0.11,474.79,720,17083.07947,14400,474.62,679,675
0,11000,0.09,347.71,720,11721.95209,11000,8603.06,784,780
0,8000,0.18,289.18,660,10323.7998,8000,1690.18,654,650
0,10000,0.09,316.1,675,10604.93576,10000,8080.91,624,620
0,14750,0.05,444.2,775,15982.20838,14750,443.93,784,780
0,25000,0.13,839.83,760,28560.03784,25000,15980.35,564,560
0,24000,0.09,768.68,690,27647.11235,24000,768.62,549,545
0,2600,0.08,81.47,760,2730.286398,2600,2161.15,764,760
0,12000,0.09,379.32,720,13669.84733,12000,329.34,814,810
0,3200,0.13,107.5,670,3867.610274,3200,107.38,704,700
0,5000,0.1,162.49,720,5843.752836,5000,162.43,774,770
0,24800,0.14,847.49,665,29906.89701,24800,9586.42,684,680
0,21550,0.14,736.43,660,24819.97929,21550,14526.71,499,0
1,6000,0.09,192.17,680,4608.92,3808.26,192.17,614,610
0,12000,0.16,419.46,665,13541.68937,12000,9393.86,704,700
0,15000,0.13,503.9,720,16758.90887,15000,11226.67,814,810
0,1450,0.2,53.88,695,1638.597527,1450,1263.05,589,585
0,12000,0.19,439.82,660,13252.80851,12000,10626.55,634,630
0,8000,0.13,268.75,670,9674.599642,8000,535.87,669,665
0,13700,0.16,478.89,695,16339.5779,13700,8210.32,739,735
0,10000,0.13,339.31,670,12254.40005,10000,339.06,689,685
0,32000,0.14,1093.53,695,38979.29906,32000,4931.95,809,805
0,5000,0.16,174.78,670,6292.578754,5000,174.54,709,705
0,21450,0.27,875.59,670,26413.61776,21450,1261.93,664,660
0,3300,0.14,113.58,670,3385.03,3300,3274.11,669,665
0,4450,0.22,170.85,685,6144.890579,4450,170.68,584,580
0,35000,0.25,1396.97,695,47255.26379,35000,19455.75,649,645
0,16025,0.13,543.74,675,18005.51599,16025,12036.39,729,725
0,5000,0.09,160.15,735,5634.286131,5000,2433.93,694,690
0,6000,0.13,201.56,690,7247.744051,6000,600.52,664,660
0,1200,0.18,43.38,750,1537.43733,1200,134.32,644,640
0,7000,0.13,237.52,660,7940.634563,7000,4858.12,629,625
0,3600,0.16,125.84,680,3807.93878,3600,4.34,679,675
0,7500,0.09,240.22,660,8313.66169,7500,4257.6,644,640
0,24000,0.05,722.76,740,25405.58367,24000,781.62,789,785
0,4800,0.13,161.25,770,5519.054147,4800,1781.21,774,770
0,9600,0.14,328.06,775,11802.63876,9600,328,694,690
0,16000,0.14,546.77,705,18968.6774,16000,8045.72,674,670
0,6625,0.13,222.56,695,8020.957846,6625,222.25,799,795
1,24000,0.17,855.55,665,15509.1,2155.2,855.55,579,575
0,8000,0.08,249.19,810,8967.089377,8000,248.81,774,770
0,4800,0.14,165.2,660,5211.342403,4800,4224,719,715
0,9750,0.17,347.57,660,11968.15974,9750,5025.96,669,665
1,20000,0.13,671.86,665,18338.43,13659.11,671.86,614,610
0,12000,0.11,395.66,685,14284.0749,12000,8.41,539,535
0,15000,0.05,451.73,740,16257.52756,15000,451.41,699,695
1,24000,0.13,806.23,675,21876.88,15673.38,806.23,554,550
0,4500,0.18,162.67,710,5657.516607,4500,2083.28,799,795
0,9650,0.13,324.18,695,9792.9,9650,9799.76,694,690
0,1600,0.14,54.68,695,1931.096391,1600,670.43,574,570
0,9600,0.14,330.4,665,11800.23569,9600,2870.65,669,665
0,12900,0.19,472.8,735,14235.9287,12900,392.33,704,700
0,20000,0.09,635.91,735,21028.50505,20000,17193.08,709,705
0,8350,0.16,291.88,705,10062.28906,8350,4523.8,544,540
1,5000,0.17,178.24,675,3633.36,2180.87,178.24,539,535
0,14000,0.13,470.31,685,16265.0977,14000,7809.47,694,690
0,4000,0.09,127.19,680,4576.441494,4000,126.79,824,820
0,3000,0.13,101.8,725,3650.178064,3000,101.8,654,650
0,4000,0.13,134.38,705,4853.522853,4000,3.68,609,605
0,15000,0.13,503.9,730,18129.45132,15000,503.61,734,730
0,25475,0.13,855.78,690,29697.04437,25475,13401.02,694,690
1,20550,0.25,816.96,665,24518.85,15986.78,816.96,539,535
0,35000,0.14,1204.57,675,42387.16474,35000,1041.13,719,715
1,4300,0.14,146.95,685,3670.41,2791.41,146.95,499,0
0,13850,0.13,469.94,740,14256.45,13850,13796.89,679,675
0,2000,0.14,68.35,675,2441.533502,2000,92.58,719,715
1,35000,0.16,1223.43,695,41770.05,32520.93,3731.46,644,640
0,14300,0.17,509.77,665,16586.66295,14300,10463.55,729,725
0,16900,0.16,590.74,710,21457.56599,16900,625.63,679,675
0,21000,0.16,734.06,665,26407.6952,21000,733.79,689,685
0,12000,0.13,403.12,715,13623.4585,12000,7843.31,764,760
0,24000,0.14,825.99,715,26972.47216,24000,42.26,719,715
0,7800,0.17,278.06,665,10007.63227,7800,0.28,644,640
0,18000,0.13,604.68,665,21755.34356,18000,604.33,669,665
0,9600,0.13,325.74,690,9910.302708,9600,914.53,759,755
0,9800,0.11,320.8,680,11309.79095,9800,5740.96,604,600
0,6000,0.13,201.56,730,7254.173738,6000,203.83,689,685
0,15000,0.13,508.96,685,17944.877,15000,6250.04,674,670
0,30000,0.16,1048.65,685,37829.28787,30000,1048.59,734,730
0,15000,0.16,524.33,670,18863.29305,15000,524.73,714,710
0,6000,0.13,201.56,685,6806.801132,6000,165.93,659,655
1,29850,0.19,1094.04,665,12403.32,6208.36,1094.04,664,660
0,7000,0.17,249.54,690,8533.016446,7000,3051.73,779,775
0,13425,0.14,462.04,675,16622.45773,13425,461.87,679,675
0,9700,0.2,360.44,670,12343.95134,9700,5145.92,654,650
0,13300,0.17,474.12,660,15651.51893,13300,9500.51,709,705
0,35000,0.18,1265.16,700,45363.92826,35000,7391.64,619,615
1,17450,0.18,630.78,660,19201.12,12361.47,312.5,579,575
0,4800,0.19,175.93,680,6079.024119,4800,2389.55,659,655
0,10000,0.16,349.55,685,12341.66539,10000,14.28,684,680
0,8000,0.16,279.64,715,9885.56867,8000,1459.88,649,645
0,9200,0.17,327.96,695,11141.98061,9200,5575.34,694,690
0,1100,0.16,38.46,675,1383.17499,1100,38.02,554,550
0,10000,0.13,335.93,670,11693.86906,10000,2020.78,639,635
0,15825,0.11,518.02,705,18638.85895,15825,517.82,819,815
0,9600,0.16,335.57,675,11495.84635,9600,1.49,679,675
0,10000,0.1,324.98,670,11510.26785,10000,4018.25,744,740
0,15000,0.13,503.9,690,18182.74133,15000,503.61,664,660
1,1800,0.11,59.35,680,917,541.31,25,539,535
0,32000,0.19,1172.84,680,37258.53438,32000,24542.97,639,635
0,1800,0.14,61.52,665,2203.512227,1800,26.47,589,585
0,17000,0.16,594.24,670,20250.76529,17000,10163.41,664,660
0,10000,0.13,339.31,665,12210.44272,10000,2.77,709,705
0,3000,0.13,100.78,685,3642.907548,3000,1.96,689,685
0,6000,0.13,201.56,760,7092.429651,6000,2410.81,714,710
0,9600,0.11,316.53,725,11045.35335,9600,4720.88,769,765
0,5375,0.16,187.89,670,6768.366001,5375,187.57,679,675
1,20000,0.11,654.68,680,9159.95,5430.8,654.68,569,565
0,9000,0.19,329.86,675,11872.48503,9000,383.84,719,715
0,10000,0.22,383.93,675,13808.79023,10000,383.68,674,670
0,1800,0.16,62.92,670,2263.510427,1800,62.87,729,725
0,18400,0.13,624.33,735,19584.48245,18400,16476.62,674,670
0,4000,0.13,134.38,685,4834.472331,4000,134.01,709,705
0,12000,0.26,481.51,725,12011.13,12000,12028.26,649,645
0,8000,0.13,268.75,690,9285.480086,8000,4453.66,759,755
0,8000,0.13,271.45,675,9665.174757,8000,130.58,709,705
0,8400,0.18,303.64,710,10978.64206,8400,303.53,689,685
0,3850,0.11,126.94,670,4138.206654,3850,3259.47,709,705
1,29900,0.2,1111.04,675,3179.71,0,0,499,0
1,14275,0.16,498.99,690,10988.8,7104.15,498.99,519,515
0,15000,0.2,557.38,705,17598.55154,15000,12041.41,539,535
0,8000,0.14,273.39,700,9011.098636,8000,1069.84,649,645
0,5600,0.13,188.13,670,6438.876948,5600,3425.27,724,720
0,6500,0.1,211.24,675,7600.649404,6500,211.04,719,715
1,15000,0.13,503.9,670,10074.09,7973.63,503.9,594,590
0,14000,0.13,470.31,685,16887.07758,14000,2305.97,684,680
0,8850,0.14,304.59,675,10957.7839,8850,304.25,749,745
0,7000,0.17,249.54,685,8989.624437,7000,250.75,664,660
0,22000,0.13,739.05,690,26578.48354,22000,2205.46,694,690
0,12000,0.11,392.81,680,12968.88735,12000,20,734,730
1,3800,0.24,149.07,670,4034.49,2583.44,149.07,534,530
0,5575,0.25,221.64,670,7968.061719,5575,654.49,709,705
1,3200,0.22,122.86,660,1368.09,397.04,122.86,569,565
0,32000,0.2,1189.08,700,37158.75675,32000,26419.18,754,750
0,20000,0.11,659.43,695,23642.05401,20000,3871.92,699,695
0,8150,0.2,302.85,675,10592.11625,8150,4873,664,660
0,3500,0.13,117.58,660,3906.004378,3500,2615.11,639,635
0,4675,0.24,183.39,670,5586.868167,4675,3942.59,664,660
0,9000,0.14,309.75,680,10993.00652,9000,2946.75,769,765
0,16000,0.16,559.28,695,19767.57151,16000,5799.43,789,785
0,12500,0.18,451.85,680,16253.74322,12500,451.48,694,690
0,12000,0.16,419.46,665,12297.99,12000,11888.92,619,615
0,21250,0.21,805.96,675,28993.37941,21250,63.13,699,695
0,10000,0.11,329.72,725,11633.83956,10000,4056.66,789,785
0,8000,0.09,256.23,675,8661.858457,8000,5847.55,644,640
0,30000,0.13,1017.92,660,35204.64405,30000,15886.64,769,765
0,6500,0.13,220.55,665,6850.27641,6500,5972.95,664,660
1,4000,0.14,137.67,675,232.84,89.37,137.67,519,515
0,7200,0.08,225.59,740,7714.395621,7200,5236.11,739,735
0,5000,0.13,169.66,705,6103.668587,5000,169.32,744,740
1,4800,0.14,164.03,665,3463.87,2282.16,164.03,579,575
0,4450,0.24,174.57,670,5584.545719,4450,3146.5,669,665
0,35000,0.14,1204.57,675,43336.05007,35000,1204.28,709,705
1,3000,0.14,103.25,665,3321.87,2596.74,103.25,519,515
1,18225,0.16,637.06,695,21102.77,16317.43,637.06,589,585
0,3600,0.21,136.54,680,4371.987642,3600,2737.81,499,0
0,9925,0.22,381.05,665,13706.85633,9925,382.46,629,625
0,15000,0.1,487.47,695,15827.82132,15000,13399.21,589,585
1,21025,0.13,706.3,685,9856.14,5596.2,706.3,514,510
0,2400,0.13,81.44,675,2929.973834,2400,81.37,734,730
0,4000,0.16,139.82,700,4838.644127,4000,1505.88,769,765
0,9600,0.14,330.4,700,11909.37738,9600,332.89,594,590
1,21000,0.22,806.25,680,12914.19,7632.19,806.25,499,0
0,14575,0.16,509.47,680,18328.22745,14575,509.4,754,750
0,20000,0.13,671.86,665,24329.00371,20000,89.07,659,655
0,3625,0.22,139.18,680,5005.607089,3625,138.82,699,695
0,8000,0.13,268.75,660,8949.939803,8000,5730.62,689,685
0,6000,0.13,201.56,695,7251.784519,6000,201.44,709,705
0,4000,0.14,137.67,695,4953.138156,4000,137.91,649,645
1,4000,0.19,146.61,665,2821.27,1608.91,146.61,539,535
0,15000,0.14,516.25,670,18622.04122,15000,1033.32,784,780
0,7000,0.09,221.27,745,7590.922123,7000,4717.75,644,640
0,10800,0.13,362.81,660,12119.05515,10800,7773.01,684,680
0,9250,0.13,313.86,670,11302.28584,9250,313.73,754,750
1,20000,0.13,678.61,675,9387.41,5281.79,678.61,569,565
0,20000,0.13,678.61,705,21302.1584,20000,17916.95,684,680
0,10000,0.11,327.34,675,11526.64294,10000,2989.25,699,695
0,10000,0.13,339.31,660,12207.42792,10000,339.07,559,555
0,8000,0.13,268.75,660,9677.266757,8000,2.81,689,685
1,13000,0.13,441.1,665,14572.72,11079.43,600,569,565
0,26000,0.14,894.82,680,32307.74746,26000,914.42,644,640
1,6000,0.14,206.5,665,2082.39,973.03,206.5,534,530
0,11050,0.13,374.94,695,13474.67459,11050,1484.87,689,685
0,10000,0.13,339.31,660,11714.35171,10000,3635.64,559,555
0,1000,0.13,33.6,720,1058.204996,1000,622.54,719,715
0,6000,0.13,203.59,730,6235.120001,6000,5832.44,699,695
0,8800,0.14,300.73,660,10821.03364,8800,300.3,674,670
0,15000,0.21,568.91,665,17533.81052,15000,13000.44,654,650
0,35000,0.16,1223.43,665,40671.1404,35000,24796.86,654,650
0,8400,0.14,287.06,725,9461.444877,8400,6310.31,764,760
0,6000,0.09,192.17,700,6778.605981,6000,2746.2,754,750
0,8000,0.2,297.27,675,9422.313261,8000,6161.22,604,600
0,8000,0.13,268.75,700,9660.76028,8000,1581.21,689,685
1,5000,0.25,199.57,765,3801.01,2167.82,199.57,564,560
0,10400,0.11,342.91,685,11480.93973,10400,7715.57,779,775
0,33600,0.24,1326.89,660,39021.37864,33600,29778.86,679,675
0,12375,0.13,415.72,680,14927.25492,12375,411.56,639,635
1,9900,0.21,375.48,685,9863.78,6162.23,375.48,499,0
0,8000,0.17,285.19,710,9696.949529,8000,4571.08,699,695
0,3000,0.2,111.48,670,3463.775726,3000,2463.79,629,625
0,12500,0.16,436.94,660,15071.47097,12500,6780.44,674,670
0,10000,0.21,379.28,690,12019.13436,10000,7830.84,669,665
0,7650,0.13,256.99,685,9246.00916,7650,256.8,549,545
0,5700,0.14,194.79,685,6193.302327,5700,4834.2,659,655
0,10000,0.17,356.48,680,12050.79375,10000,286.66,599,595
1,8000,0.13,268.75,680,4488.11,2754.54,268.75,499,0
1,17400,0.25,691.73,680,8586.65,4438.15,691.73,629,625
0,24000,0.13,814.34,685,26908.00479,24000,17968.25,609,605
0,3000,0.18,108.45,665,3909.46153,3000,2.81,539,535
0,7475,0.13,253.64,685,8603.935826,7475,3840.2,774,770
0,7900,0.16,276.15,745,8814.464421,7900,6335.95,684,680
1,12000,0.14,410.08,665,3061.89,1270.73,100,634,630
0,3650,0.19,133.78,675,4792.36711,3650,398.92,559,555
1,5150,0.13,174.75,675,345.64,235.02,174.75,614,610
0,14000,0.14,478.42,690,17212.18771,14000,478.37,744,740
0,8200,0.09,259.2,745,9327.122652,8200,259.03,794,790
0,6275,0.18,226.83,700,7967.077411,6275,2529.43,604,600
0,2000,0.14,68.35,710,2073.48,2000,14.74,674,670
1,15000,0.14,512.6,715,11238.74,1374.71,200,664,660
0,2000,0.16,69.91,685,2000.87,2000,2002.6,644,640
0,22000,0.14,757.16,695,25905.70007,22000,13031.39,684,680
0,5000,0.13,169.66,695,6103.668587,5000,169.32,609,605
0,20000,0.17,712.96,670,25417.82356,20000,11196.14,749,745
0,8400,0.1,272.99,665,9822.35773,8400,272.61,679,675
0,3600,0.17,128.34,665,3611.9,3600,3615.3,769,765
1,6000,0.16,209.73,670,1014.24,265.27,209.73,529,525
0,7500,0.18,271.11,685,9638.459889,7500,191.73,679,675
0,4800,0.13,161.25,660,5801.410411,4800,161.07,694,690
0,12000,0.13,403.12,710,14503.55904,12000,402.89,714,710
0,11600,0.14,399.23,685,13930.17256,11600,110.89,694,690
0,7000,0.16,244.69,695,8560.077045,7000,2962.68,574,570
1,35000,0.16,1223.43,665,21724.61,12609.19,1284.6,609,605
0,12800,0.13,434.31,670,14072.77018,12800,10579.11,709,705
1,6600,0.24,260.64,660,4758.52,2933.01,260.64,589,585
0,10050,0.24,394.24,690,14182.0211,10050,204.37,719,715
0,3750,0.13,125.98,735,4099.859653,3750,2359.62,764,760
0,20000,0.17,712.96,680,25670.24829,20000,713.71,674,670
1,4125,0.16,144.19,665,3024.42,2169.94,144.19,559,555
0,11025,0.14,379.44,725,13228.58653,11025,5269.23,614,610
1,6000,0.07,185.24,720,3026.96,2348.44,185.24,524,520
0,12000,0.13,407.17,685,14689.39765,12000,406.97,544,540
0,6000,0.13,203.59,675,7425.879726,6000,35.45,619,615
0,17600,0.18,636.2,660,22891.26721,17600,5.66,674,670
0,15000,0.09,476.93,735,16938.49862,15000,5499.67,794,790
0,5925,0.16,207.11,665,7411.580025,5925,1410.52,649,645
0,1000,0.13,33.6,665,1205.086679,1000,164.2,724,720
0,9000,0.13,305.38,675,10024.46556,9000,6702.39,619,615
0,5600,0.14,192.74,670,6655.76278,5600,2998.21,714,710
0,15000,0.13,508.96,680,18311.17725,15000,508.82,659,655
0,10000,0.11,329.72,675,11863.21974,10000,329.4,669,665
0,14850,0.14,507.47,670,18037.71544,14850,4837.73,704,700
1,15600,0.09,499.65,670,11452.66,8559.23,499.65,524,520
1,12000,0.08,375.99,720,9282.51,4980.59,375.99,599,595
0,4800,0.13,162.87,665,4903.209225,4800,31.33,654,650
0,5500,0.08,171.32,715,6163.430666,5500,512.19,759,755
1,5125,0.2,190.44,660,4945.75,3384.17,190.44,624,620
0,25000,0.13,848.27,735,30574.98753,25000,847.88,704,700
0,7200,0.09,227.59,715,8149.079417,7200,1780,729,725
1,18000,0.14,619.49,660,8145.64,4240.34,619.49,544,540
0,4000,0.08,124.6,705,4394.151243,4000,1903.84,764,760
0,35000,0.14,1204.57,725,38492.46592,35000,28884.09,504,500
1,6000,0.13,201.56,675,4631.62,3565.33,201.56,559,555
0,5000,0.18,180.74,665,6251.98184,5000,13.59,704,700
0,1975,0.14,67.5,665,2329.345304,1975,1048.39,694,690
0,3625,0.16,126.72,680,4563.116817,3625,126.36,599,595
0,5000,0.13,167.97,685,6026.479548,5000,0.47,579,575
0,5000,0.17,178.24,685,6414.747516,5000,181.07,499,0
0,12000,0.07,370.48,730,12624.50627,12000,271.01,754,750
0,3500,0.13,117.58,660,4196.845705,3500,805.32,764,760
0,16000,0.13,537.49,710,16518.32,16000,10992.2,699,695
0,24000,0.09,763.09,675,27467.10128,24000,7.85,674,670
1,30000,0.24,1176.83,695,23733.08,13108.8,1235.67,659,655
0,12000,0.14,410.08,695,14658.60589,12000,1473.13,689,685
0,25900,0.24,1022.81,720,34145.21871,25900,4588.1,664,660
0,35000,0.14,1204.57,670,43107.56803,35000,8160.96,744,740
0,5400,0.13,183.23,675,5648.82,5400,5103.18,584,580
0,14075,0.19,515.87,700,17939.38355,14075,6605.09,724,720
0,6000,0.11,197.83,685,6943.644984,6000,2793.04,629,625
1,3000,0.13,100.78,665,504.89,351.43,100.78,514,510
0,4000,0.17,142.6,710,4432.784207,4000,3438.36,694,690
0,4200,0.18,151.82,660,5140.270005,4200,215.9,759,755
0,2200,0.13,73.91,685,2671.470557,2200,75.05,609,605
0,8500,0.13,285.54,675,9436.769541,8500,6587.41,639,635
0,26000,0.11,857.26,695,30708.50446,26000,687.13,759,755
0,1000,0.17,35.65,670,1282.355338,1000,35.55,614,610
0,9000,0.16,314.6,665,11317.55214,9000,314.35,559,555
0,7500,0.08,234.99,740,7901.070989,7500,6252.82,779,775
0,5600,0.14,191.37,670,5772.54,5600,5585.52,659,655
0,32200,0.22,1236.24,695,32303.75,32200,32343.8,644,640
0,7950,0.1,258.36,710,9296.201225,7950,258.23,599,595
0,11000,0.14,375.91,670,13529.59993,11000,377.05,574,570
0,25000,0.13,848.27,695,25317.24,25000,25335.98,729,725
0,14075,0.16,492,720,17699.39707,14075,491.59,599,595
0,6500,0.14,222.13,660,6962.773897,6500,5857.17,724,720
1,30000,0.13,1007.79,685,27126.81,19679.86,1007.79,624,620
0,30000,0.13,1017.92,675,35378.86552,30000,12255.69,769,765
0,15400,0.16,538.31,680,18522.59182,15400,3200.8,659,655
0,13800,0.17,491.94,775,16344.55331,13800,5902.66,689,685
0,20175,0.13,677.74,720,24335.00673,20175,3339.41,809,805
0,12100,0.14,416.44,690,15092.04752,12100,415.81,604,600
0,8000,0.13,268.75,715,9392.845079,8000,142.9,734,730
1,30000,0.24,1184.72,770,22030.36,12279.33,1184.72,649,645
0,16000,0.17,570.37,660,19873.36818,16000,7809.95,774,770
0,24000,0.17,855.55,690,30627.91367,24000,4965,709,705
0,14250,0.14,486.97,710,15546.23287,14250,12148.52,789,785
0,6000,0.17,213.89,660,7694.217385,6000,213.73,619,615
1,14075,0.14,484.41,690,5082.77,3321.03,50,519,515
0,9000,0.13,302.34,670,10757.60181,9000,488.84,684,680
1,5750,0.14,197.9,660,1566.99,1072.24,197.9,654,650
0,16100,0.14,554.1,705,16319.47,16100,16332.43,719,715
0,14400,0.13,483.74,700,17279.23246,14400,474.52,689,685
0,6000,0.14,205.04,665,7375.292699,6000,408.59,659,655
0,10000,0.11,329.72,675,11863.19281,10000,4.35,694,690
1,3000,0.14,102.52,660,884.14,417.26,102.52,539,535
0,14400,0.13,488.6,660,17420.24497,14400,4238.83,699,695
0,3350,0.25,133.18,660,3521.58,3350,3393.05,639,635
0,20000,0.13,671.86,735,23445.18666,20000,10022.2,694,690
0,7200,0.17,256.67,665,7489.17,7200,7239.3,714,710
0,6000,0.13,201.56,660,7250.580686,6000,401.8,664,660
0,6000,0.05,180.69,745,6142.891459,6000,5421.9,794,790
0,20000,0.18,722.95,660,21345.96,20000,19160.95,679,675
1,8000,0.13,271.45,710,5720.02,3821.01,271.45,499,0
1,7000,0.24,276.44,665,3276.27,1305.19,276.44,589,585
0,1500,0.17,53.48,665,1776.663997,1500,161.96,639,635
0,6500,0.22,249.56,690,6660.75,6500,6668.84,714,710
0,8000,0.14,273.39,660,9625.194862,8000,3337.04,609,605
1,15000,0.17,534.72,670,10486.7,2660.59,700,594,590
0,18000,0.1,584.96,660,20290.19246,18000,10356.36,679,675
0,9600,0.2,356.73,665,12855.65319,9600,364.77,674,670
0,10000,0.18,361.48,660,13065.19391,10000,361.19,634,630
0,35000,0.18,1265.16,660,43669.65881,35000,6195.76,719,715
0,35000,0.16,1223.43,665,44143.3741,35000,1291.54,654,650
0,27300,0.19,1000.58,670,35085.15167,27300,11069.68,744,740
0,35000,0.14,1196.05,705,43030.46928,35000,1195.92,734,730
1,29025,0.26,1177.03,705,13391.96,6595.56,1177.03,634,630
1,15000,0.14,516.25,670,9266.42,2072.44,516.25,574,570
0,6000,0.14,205.04,660,7073.095902,6000,3182,684,680
0,24000,0.09,768.68,690,24821.7,24000,22528.31,704,700
0,18000,0.11,593.49,680,19934.58585,18000,12324.2,709,705
0,8925,0.13,299.82,735,9868.853193,8925,6690.99,659,655
0,16000,0.13,542.89,675,19534.12054,16000,1615.27,694,690
1,25000,0.13,848.27,700,24831.09,19320.72,50,554,550
1,40000,0.13,1357.22,690,26337.27,7552.62,1357.22,509,505
1,5000,0.14,172.09,705,2399.95,1305.81,172.09,569,565
0,3000,0.18,108.45,660,3846.487958,3000,921.34,634,630
0,7000,0.07,216.11,720,7776.278319,7000,646.32,744,740
0,9000,0.16,314.6,680,11336.3044,9000,315.71,644,640
0,2800,0.16,97.88,680,3520.970529,2800,97.6,639,635
0,10700,0.14,368.26,660,12773.73713,10700,5417.15,679,675
0,19400,0.21,735.79,690,22731.76169,19400,2474.91,719,715
0,22000,0.16,769.01,660,27512.18909,22000,5229.95,714,710
0,8400,0.13,282.19,680,10176.32349,8400,281.77,694,690
0,20000,0.17,712.96,690,25646.12146,20000,1424.36,719,715
0,20000,0.13,678.61,740,24416.18342,20000,1.21,769,765
0,3000,0.13,101.8,695,3015.74,3000,3017.99,749,745
0,3600,0.13,122.15,685,4394.68337,3600,122.13,649,645
1,4800,0.17,171.11,690,4191.01,2765.92,200,569,565
0,20775,0.18,750.97,665,25869.49262,20775,10798.18,759,755
1,19000,0.16,664.15,675,16343.57,11100.39,664.15,554,550
0,8000,0.13,268.75,700,9677.550347,8000,268.46,679,675
0,10000,0.13,339.31,665,11339.43624,10000,7241.49,679,675
1,7275,0.18,262.98,720,1570.61,958.81,262.98,644,640
0,26975,0.25,1076.67,675,38564.5106,26975,5225.64,704,700
0,22000,0.13,739.05,660,26043.15239,22000,9060.63,679,675
0,8400,0.2,312.14,750,9288.748088,8400,5367.65,504,500
0,8000,0.14,273.39,690,9830.107016,8000,1345.96,654,650
0,6625,0.21,251.27,750,6630.15,6625,6638.06,604,600
0,5100,0.14,175.53,690,6315.037349,5100,523.04,759,755
1,6000,0.13,201.56,690,4631.52,3217.85,201.56,569,565
0,8400,0.14,289.1,665,9492.377537,8400,6319.04,734,730
0,24500,0.09,774.43,710,27875.95348,24500,3821.72,719,715
0,12000,0.08,375.99,680,13529.94644,12000,375.63,714,710
0,3000,0.13,100.78,665,3623.433207,3000,100.71,704,700
1,15000,0.22,575.89,670,12650.92,7961.94,575.89,584,580
0,6600,0.13,221.72,785,7288.129176,6600,5075.62,814,810
0,11000,0.1,357.48,665,12862.66005,11000,357.27,689,685
0,6700,0.07,206.85,725,7375.803841,6700,2406.2,779,775
0,11200,0.09,356.11,675,12815.91767,11200,357.66,694,690
0,12350,0.14,425.04,690,14271.27599,12350,8330.66,689,685
0,5300,0.17,188.94,665,6125.330605,5300,12.05,764,760
1,30000,0.13,1017.92,710,15117.55,8689.34,1017.92,534,530
0,16775,0.11,553.1,815,18495.92608,16775,12422.54,794,790
0,20000,0.19,733.02,660,22213.13732,20000,17836.12,724,720
0,4800,0.2,178.37,675,5497.869806,4800,4076.24,719,715
0,30000,0.11,989.14,715,35597.91368,30000,989.03,674,670
0,32500,0.16,1136.04,660,40869.10319,32500,1135.85,669,665
0,3200,0.22,122.86,700,3993.545254,3200,20.5,694,690
0,8400,0.13,282.19,670,9662.503704,8400,5153.43,564,560
0,3000,0.11,98.92,690,3058.51,3000,2961.51,654,650
0,8000,0.14,275.33,705,9905.38652,8000,275.28,709,705
0,10000,0.17,356.48,660,12100.21196,10000,6049.49,694,690
1,15000,0.13,508.96,715,8175.34,4725.09,50.25,499,0
0,1500,0.08,47,740,1679.205585,1500,75.88,704,700
0,8000,0.16,279.64,670,9214.851938,8000,5866.1,729,725
0,5000,0.11,164.86,700,5931.609868,5000,164.7,684,680
0,10475,0.14,360.51,675,12382.25147,10475,5888.86,624,620
0,7800,0.11,257.18,750,8655.097104,7800,5573.92,709,705
0,15000,0.08,469.98,680,16672.69179,15000,25.9,679,675
0,1000,0.13,33.94,695,1236.115275,1000,33.89,549,545
0,24000,0.09,763.09,690,27493.1234,24000,762.76,754,750
1,25000,0.14,860.41,685,4186.05,1123.81,860.41,499,0
0,3000,0.11,98.92,660,3440.117486,3000,1564.8,699,695
0,1200,0.2,44.6,660,1603.791269,1200,44.12,589,585
0,7000,0.14,239.21,705,8003.101522,7000,4898.81,699,695
0,40000,0.13,1343.72,700,47264.34842,40000,17730.93,724,720
0,12000,0.09,379.32,705,13621.49406,12000,378.96,709,705
0,20000,0.1,649.96,665,23430.0462,20000,10.65,589,585
